Date,From,To,Feature 1,Feature 2,Feature 3,Ouput1,Output 2,TIME-DIFF
5/25/2018,6:36:56,6:39:48,4.27E+09,7.32E+07,1.16E+11,300,3,0:02:52
5/25/2018,6:39:56,6:42:48,7.56E+09,8.55E+07,1.27E+11,300,3,0:02:52
5/25/2018,6:42:56,6:45:48,4.86E+09,8.46E+07,1.27E+11,300,3,0:02:52
5/25/2018,6:45:59,6:48:48,5.30E+09,7.84E+07,1.47E+11,450,3,0:02:49
5/25/2018,6:48:59,6:51:48,4.69E+09,1.61E+08,1.81E+11,450,3,0:02:49
5/25/2018,6:51:59,6:54:48,4.86E+09,1.79E+08,1.54E+11,450,3,0:02:49
5/25/2018,6:54:59,6:57:48,6.65E+09,1.70E+08,1.54E+11,450,3,0:02:49
5/25/2018,6:58:00,7:00:48,6.07E+09,1.76E+08,1.87E+11,520,3,0:02:48
5/25/2018,7:01:00,7:03:48,5.82E+09,1.62E+08,1.88E+11,520,3,0:02:48
5/25/2018,7:04:00,7:06:48,6.16E+09,1.47E+08,1.99E+11,520,3,0:02:48
5/25/2018,7:07:00,7:09:48,5.83E+09,1.50E+08,2.04E+11,520,3,0:02:48
5/25/2018,7:09:58,7:11:48,4.87E+09,2.09E+08,1.15E+11,400,2,0:01:50
5/25/2018,7:11:58,7:13:58,5.80E+09,2.18E+08,1.52E+11,400,2,0:02:00
5/25/2018,7:13:58,7:15:48,5.48E+09,2.07E+08,1.71E+11,400,2,0:01:50
5/25/2018,7:15:58,7:17:48,6.00E+09,1.93E+08,1.67E+11,400,2,0:01:50
5/25/2018,7:18:00,7:20:00,7.12E+09,2.33E+08,2.09E+11,500,2,0:02:00
5/25/2018,7:20:00,7:21:48,7.84E+09,2.76E+08,2.14E+11,500,2,0:01:48
5/25/2018,7:22:00,7:23:48,6.32E+09,2.97E+08,2.03E+11,500,2,0:01:48
5/25/2018,7:24:02,7:26:02,1.08E+10,3.02E+08,2.14E+11,600,2,0:02:00
5/25/2018,7:26:02,7:27:48,1.19E+10,3.49E+08,2.06E+11,600,2,0:01:46
5/25/2018,7:28:02,7:29:48,7.62E+09,3.45E+08,2.07E+11,600,2,0:01:46
5/25/2018,7:30:02,7:32:02,6.53E+09,3.34E+08,2.11E+11,600,2,0:02:00
5/25/2018,7:32:02,7:33:48,5.88E+09,3.05E+08,4.20E+11,600,2,0:01:46
5/25/2018,7:34:02,7:35:48,5.89E+09,3.03E+08,2.06E+11,600,2,0:01:46
5/25/2018,7:36:02,7:38:02,6.70E+09,4.30E+08,1.91E+11,600,2,0:02:00
5/25/2018,7:38:02,7:39:48,6.10E+09,4.22E+08,1.81E+11,600,2,0:01:46
5/25/2018,7:40:02,7:41:48,5.84E+09,3.46E+08,1.87E+11,600,2,0:01:46
5/25/2018,7:42:00,7:44:00,5.26E+09,3.56E+08,1.60E+11,500,2,0:02:00
5/25/2018,7:44:00,7:45:48,7.00E+09,3.73E+08,2.16E+11,500,2,0:01:48
5/25/2018,7:46:00,7:47:48,3.92E+08,1.61E+08,5.47E+09,500,2,0:01:48
5/25/2018,7:48:00,7:50:00,2.84E+08,1.44E+08,2.28E+09,500,2,0:02:00
5/25/2018,7:50:00,7:51:48,0,1.7976931348623157E308,0,500,2,0:01:48
5/25/2018,7:52:00,7:53:48,2.75E+09,1.35E+08,2.02E+09,500,2,0:01:48
5/25/2018,7:54:00,7:56:00,1.36E+10,1.34E+08,2.60E+09,500,2,0:02:00
5/25/2018,7:56:00,7:57:48,2.88E+08,1.44E+08,1.29E+09,500,2,0:01:48
5/25/2018,7:59:04,8:06:58,1.44E+10,1.24E+08,1.63E+11,200,15,0:07:54
5/25/2018,8:14:08,8:18:58,5.76E+09,1.22E+08,1.96E+11,400,5,0:04:50
5/25/2018,8:19:08,8:23:58,5.79E+09,1.10E+08,1.98E+11,400,5,0:04:50
5/25/2018,8:24:08,8:28:58,6.42E+09,9.98E+07,1.95E+11,400,5,0:04:50
5/25/2018,8:29:11,8:32:00,5.67E+09,1.43E+08,1.90E+11,450,3,0:02:49
5/25/2018,8:32:11,8:35:00,7.00E+09,1.29E+08,1.85E+11,450,3,0:02:49
5/25/2018,8:35:11,8:38:00,6.89E+09,1.37E+08,1.78E+11,450,3,0:02:49
5/25/2018,8:38:10,8:40:00,5.22E+09,1.79E+08,1.51E+11,400,2,0:01:50
5/25/2018,8:40:10,8:42:00,5.45E+09,1.92E+08,1.60E+11,400,2,0:01:50
5/25/2018,8:42:10,8:44:10,6.01E+09,1.90E+08,1.71E+11,400,2,0:02:00
5/25/2018,8:44:10,8:46:00,6.99E+09,3.59E+08,2.61E+11,400,2,0:01:50
5/25/2018,8:46:22,8:48:10,5.56E+09,2.62E+08,1.77E+11,500,2,0:01:48
5/25/2018,8:48:22,8:50:22,6.53E+09,2.01E+08,1.74E+11,500,2,0:02:00
5/25/2018,8:50:22,8:52:10,5.87E+09,2.52E+08,1.77E+11,500,2,0:01:48
5/25/2018,8:52:22,8:54:10,5.79E+09,2.43E+08,1.81E+11,500,2,0:01:48
5/25/2018,8:54:22,8:56:10,5.86E+09,2.17E+08,1.69E+11,500,2,0:01:48
5/25/2018,8:56:24,8:58:10,0,1.7976931348623157E308,0,600,2,0:01:46
5/25/2018,8:58:24,9:00:10,6.03E+09,2.92E+08,1.93E+11,600,2,0:01:46
5/25/2018,9:00:24,9:02:10,6.51E+09,2.57E+08,2.09E+11,600,2,0:01:46
5/25/2018,9:17:20,9:19:08,5.15E+09,2.73E+08,1.64E+11,500,2,0:01:48
5/25/2018,9:19:20,9:21:08,7.78E+09,2.27E+08,1.79E+11,500,2,0:01:48
5/25/2018,9:21:20,9:23:20,6.30E+09,2.71E+08,1.92E+11,500,2,0:02:00
5/25/2018,9:23:20,9:25:08,5.45E+09,2.85E+08,1.61E+11,500,2,0:01:48
5/25/2018,9:25:20,9:27:08,5.56E+09,2.33E+08,1.43E+11,500,2,0:01:48
5/25/2018,9:27:22,9:29:22,4.23E+09,3.37E+08,1.40E+11,600,2,0:02:00
5/25/2018,9:29:22,9:31:08,6.18E+09,2.68E+08,1.46E+11,600,2,0:01:46
5/25/2018,9:31:22,9:33:08,5.35E+09,2.73E+08,1.63E+11,600,2,0:01:46
5/25/2018,9:33:17,9:36:08,4.79E+09,1.21E+08,1.41E+11,360,3,0:02:51
5/25/2018,9:36:17,9:39:08,4.82E+09,1.12E+08,1.31E+11,360,3,0:02:51
5/25/2018,9:39:17,9:42:08,5.01E+09,1.11E+08,1.52E+11,360,3,0:02:51
5/25/2018,9:42:19,9:45:08,5.56E+09,4.24E+07,1.75E+11,450,3,0:02:49
5/25/2018,9:45:19,9:48:08,6.72E+09,3.65E+07,1.61E+11,450,3,0:02:49
5/25/2018,9:48:19,9:51:08,5.54E+09,3.67E+07,1.82E+11,450,3,0:02:49
5/25/2018,9:51:22,9:54:10,7.23E+09,4.43E+07,1.95E+11,520,3,0:02:48
5/25/2018,9:54:22,9:57:10,7.34E+09,4.95E+07,1.97E+11,520,3,0:02:48
5/25/2018,9:57:22,10:00:10,6.61E+09,4.53E+07,1.99E+11,520,3,0:02:48
5/25/2018,10:00:20,10:02:20,6.05E+09,8.08E+07,1.39E+11,400,2,0:02:00
5/25/2018,10:02:20,10:04:10,6.69E+09,9.05E+07,1.69E+11,400,2,0:01:50
5/25/2018,10:04:20,10:06:10,5.85E+09,8.95E+07,1.64E+11,400,2,0:01:50
5/25/2018,10:06:22,10:08:22,6.96E+09,9.87E+07,1.63E+11,500,2,0:02:00
5/25/2018,10:08:22,10:10:10,6.44E+09,1.42E+08,1.82E+11,500,2,0:01:48
5/25/2018,10:10:22,10:12:10,7.53E+09,1.29E+08,1.69E+11,500,2,0:01:48
5/25/2018,10:12:22,10:14:22,5.79E+09,9.01E+07,1.73E+11,500,2,0:02:00
5/25/2018,10:14:22,10:16:10,1.86E+10,1.34E+08,1.49E+11,500,2,0:01:48
5/25/2018,10:16:22,10:18:10,5.20E+09,1.20E+08,1.63E+11,500,2,0:01:48
5/25/2018,10:18:24,10:20:24,5.19E+09,1.12E+08,1.84E+11,600,2,0:02:00
5/25/2018,10:20:24,10:22:10,6.58E+09,1.54E+08,1.91E+11,600,2,0:01:46
5/25/2018,10:22:24,10:24:10,5.50E+09,9.22E+07,1.52E+11,600,2,0:01:46
5/25/2018,10:24:22,10:27:10,6.13E+09,3.65E+07,1.98E+11,520,3,0:02:48
5/25/2018,10:27:22,10:30:10,5.62E+09,5.29E+07,1.82E+11,520,3,0:02:48
5/25/2018,10:30:22,10:33:10,5.73E+09,4.48E+07,1.74E+11,520,3,0:02:48
5/25/2018,10:33:22,10:36:10,5.31E+09,4.51E+07,1.65E+11,520,3,0:02:48
5/25/2018,10:36:22,10:39:10,7.37E+09,3.79E+07,1.98E+11,520,3,0:02:48
5/25/2018,10:39:21,10:42:10,6.35E+09,3.57E+07,1.71E+11,450,3,0:02:49
5/25/2018,10:42:21,10:45:10,4.92E+09,2.92E+07,1.53E+11,450,3,0:02:49
5/25/2018,10:45:21,10:48:10,6.04E+09,3.36E+07,1.76E+11,450,3,0:02:49
5/25/2018,10:48:21,10:51:10,5.78E+09,2.83E+07,1.71E+11,450,3,0:02:49
5/25/2018,10:51:16,10:59:10,3.12E+09,2.21E+07,9.59E+10,200,15,0:07:54
5/25/2018,11:06:19,11:09:10,4.05E+09,4.35E+07,9.92E+10,360,3,0:02:51
5/25/2018,11:09:19,11:12:10,4.15E+09,4.39E+07,1.23E+11,360,3,0:02:51
5/25/2018,11:12:19,11:15:10,4.61E+09,5.14E+07,1.18E+11,360,3,0:02:51
5/25/2018,11:15:18,11:18:10,3.56E+09,3.69E+07,9.99E+10,300,3,0:02:52
